recipe_id,version_id,composition_status,ingredient_count,occurrence_count,source_kcal,calculated_kcal,rounded_match_to_source,servings,servings_source,instructions_status,editable_ingredient_composition
base:recipe:risotto-delicato-con-salmone-e-finocchi,base:recipe-version:risotto-delicato-con-salmone-e-finocchi:afb896dd21be7ba5,structured,7,1,756.3,756.34,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-salmone-e-funghi,base:recipe-version:risotto-delicato-con-salmone-e-funghi:2af3d7d5d32a254d,structured,5,1,495.6,495.64,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-bietole,base:recipe-version:risotto-delicato-con-tacchino-e-bietole:c1a2c5a25d9f67f8,structured,5,1,421.7,421.66,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-broccoli,base:recipe-version:risotto-delicato-con-tacchino-e-broccoli:4fe20951105e4cb6,structured,5,1,458.5,458.54,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-carote,base:recipe-version:risotto-delicato-con-tacchino-e-carote:9d6b19ddb31328f0,structured,5,1,461.3,461.26,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-carote,base:recipe-version:risotto-delicato-con-tacchino-e-carote:c570d4166dc6e497,structured,5,1,478.9,478.94,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-zucca,base:recipe-version:risotto-delicato-con-tacchino-e-zucca:ae50dd5e2207bce2,structured,7,1,734.9,734.94,True,1.0,inferred_single_person_meal,missing,True
base:recipe:risotto-delicato-con-tacchino-e-zucchine,base:recipe-version:risotto-delicato-con-tacchino-e-zucchine:439bf425b5eeec2c,structured,5,1,438.1,438.14,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-con-polenta-e-carciofi,base:recipe-version:salmone-con-polenta-e-carciofi:f669043325b6b4ce,structured,5,1,551.1,551.14,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-con-polenta-e-funghi,base:recipe-version:salmone-con-polenta-e-funghi:98ea033f289fe02c,structured,4,1,420.9,420.92,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-con-polenta-e-spinaci,base:recipe-version:salmone-con-polenta-e-spinaci:50caa9014a2d0b85,structured,4,1,422.7,422.72,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-broccoli,base:recipe-version:salmone-nordico-con-patate-e-broccoli:3bf06f6c333277ab,structured,5,1,452.4,452.42,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-broccoli,base:recipe-version:salmone-nordico-con-patate-e-broccoli:a601c6ff906564f3,structured,5,1,460.1,460.12,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-carote,base:recipe-version:salmone-nordico-con-patate-e-carote:acf402ed30a94387,structured,5,1,439.8,439.82,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-cavolfiore,base:recipe-version:salmone-nordico-con-patate-e-cavolfiore:3f265b82ad2b2dec,structured,5,1,446.6,446.62,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-cavolfiore,base:recipe-version:salmone-nordico-con-patate-e-cavolfiore:a5af330bd4835b4d,structured,5,1,477.4,477.42,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-zucca,base:recipe-version:salmone-nordico-con-patate-e-zucca:12ef1495b6cb91b9,structured,5,1,428.9,428.87,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-zucca,base:recipe-version:salmone-nordico-con-patate-e-zucca:382f659369edb060,structured,5,1,409.6,409.62,True,1.0,inferred_single_person_meal,missing,True
base:recipe:salmone-nordico-con-patate-e-zucca,base:recipe-version:salmone-nordico-con-patate-e-zucca:c8a1c4ca9ba7579f,structured,7,1,672.0,671.96,True,1.0,inferred_single_person_meal,missing,True
base:recipe:semolino-al-latte-con-frutta,base:recipe-version:semolino-al-latte-con-frutta:684b6cb4fac1d9a6,structured,4,2,341.5,341.5,True,1.0,inferred_single_person_meal,missing,True
base:recipe:semolino-al-latte-con-frutta,base:recipe-version:semolino-al-latte-con-frutta:f9c97b197bd188de,structured,4,1,336.3,336.3,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sgombro-con-pane-bianco-e-pomodori,base:recipe-version:sgombro-con-pane-bianco-e-pomodori:8a722b95679d9c63,structured,5,1,533.2,533.24,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sgombro-con-pane-bianco-e-radicchio,base:recipe-version:sgombro-con-pane-bianco-e-radicchio:62b9443c428c46f1,structured,4,1,399.4,399.42,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sgombro-con-pane-bianco-e-spinaci,base:recipe-version:sgombro-con-pane-bianco-e-spinaci:6968448b5a629ff6,structured,4,1,452.4,452.42,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sogliola-con-riso-e-carote,base:recipe-version:sogliola-con-riso-e-carote:caf0435252af9262,structured,4,1,374.3,374.32,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sogliola-con-riso-e-lattuga,base:recipe-version:sogliola-con-riso-e-lattuga:dad2da960a909df7,structured,4,1,407.4,407.44,True,1.0,inferred_single_person_meal,missing,True
base:recipe:sogliola-con-riso-e-sedano-rapa,base:recipe-version:sogliola-con-riso-e-sedano-rapa:217b6da137397614,structured,4,1,443.4,443.44,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-pane-bianco-e-cavolfiore,base:recipe-version:tacchino-con-pane-bianco-e-cavolfiore:d44a48e0ba0d19a4,structured,4,1,442.4,442.38,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-pane-bianco-e-zucca,base:recipe-version:tacchino-con-pane-bianco-e-zucca:3031ea51c14aa153,structured,4,1,451.7,451.68,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-riso-basmati-e-bietole,base:recipe-version:tacchino-con-riso-basmati-e-bietole:0df19eb374359662,structured,5,1,699.9,699.88,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-riso-basmati-e-bietole,base:recipe-version:tacchino-con-riso-basmati-e-bietole:1209f4be8f816255,structured,4,1,434.9,434.88,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-riso-basmati-e-cavolfiore,base:recipe-version:tacchino-con-riso-basmati-e-cavolfiore:3841d5c167566f43,structured,4,1,385.0,385.02,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tacchino-con-riso-basmati-e-radicchio,base:recipe-version:tacchino-con-riso-basmati-e-radicchio:440c2d054c742a4b,structured,4,2,442.1,442.08,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:3dcfa40fb5f04db9,structured,4,2,335.2,335.2,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:af4d9ae16aa4329a,structured,4,3,344.2,344.2,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:c721af28b9b8a37b,structured,4,2,345.5,345.5,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:d94a534f8b20d17e,structured,4,1,341.7,341.7,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:f63b55b04be95689,structured,4,1,337.7,337.7,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-bianco-con-ricotta-e-confettura,base:recipe-version:toast-bianco-con-ricotta-e-confettura:fd4a18c0525835bf,structured,4,1,350.7,350.7,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-con-prosciutto-cotto-e-mozzarella,base:recipe-version:toast-con-prosciutto-cotto-e-mozzarella:650bae86e9bfda69,structured,4,1,397.9,397.85,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-con-prosciutto-cotto-e-mozzarella,base:recipe-version:toast-con-prosciutto-cotto-e-mozzarella:9171c6f63934962a,structured,4,1,404.4,404.35,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-francese-con-primosale-e-pomodoro,base:recipe-version:toast-francese-con-primosale-e-pomodoro:20d854fd1667f738,structured,4,1,414.3,414.3,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-francese-con-primosale-e-pomodoro,base:recipe-version:toast-francese-con-primosale-e-pomodoro:382336a6501c0f23,structured,4,1,425.1,425.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-francese-con-primosale-e-pomodoro,base:recipe-version:toast-francese-con-primosale-e-pomodoro:8fecd8e4e753cb23,structured,4,1,407.6,407.65,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-francese-con-primosale-e-pomodoro,base:recipe-version:toast-francese-con-primosale-e-pomodoro:9f1fd6bc06fbe19c,structured,4,1,403.1,403.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-francese-con-primosale-e-pomodoro,base:recipe-version:toast-francese-con-primosale-e-pomodoro:a1722c6cb0626b89,structured,4,1,411.9,411.85,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-leggero-con-ricotta-e-frutta,base:recipe-version:toast-leggero-con-ricotta-e-frutta:01ec808040d53a6a,structured,3,2,246.6,246.6,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-leggero-con-ricotta-e-frutta,base:recipe-version:toast-leggero-con-ricotta-e-frutta:2d8345951932d1ac,structured,3,1,277.8,277.8,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-leggero-con-ricotta-e-frutta,base:recipe-version:toast-leggero-con-ricotta-e-frutta:5d606c7d41f7ba13,structured,3,1,253.3,253.35,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-leggero-con-ricotta-e-frutta,base:recipe-version:toast-leggero-con-ricotta-e-frutta:c76c7ddc707e77c8,structured,3,1,291.8,291.75,True,1.0,inferred_single_person_meal,missing,True
base:recipe:toast-leggero-con-ricotta-e-frutta,base:recipe-version:toast-leggero-con-ricotta-e-frutta:db1c7df75d9e5742,structured,3,1,247.3,247.35,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:2e90390923703559,structured,6,1,430.0,430.02,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:79c67442c19f618f,structured,6,1,441.6,441.57,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:8e4f2dad094d7dca,structured,6,1,483.9,483.92,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:939e97fd8a9e0f0d,structured,6,1,426.2,426.17,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:a462a4a125100c48,structured,6,2,724.5,724.54,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortilla-spagnola-leggera-con-zucchine,base:recipe-version:tortilla-spagnola-leggera-con-zucchine:b0e5e738cc34b8d2,structured,6,1,437.7,437.72,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-broccoli,base:recipe-version:tortino-al-forno-di-uova-patate-e-broccoli:e7bf75c877964fbe,structured,6,1,770.6,770.55,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-carote,base:recipe-version:tortino-al-forno-di-uova-patate-e-carote:124911724a3abbf1,structured,6,1,663.0,662.95,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-carote,base:recipe-version:tortino-al-forno-di-uova-patate-e-carote:485d4b591a7a77e5,structured,6,1,822.0,821.95,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-funghi,base:recipe-version:tortino-al-forno-di-uova-patate-e-funghi:33d196db1c8daef0,structured,6,1,712.4,712.35,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-spinaci,base:recipe-version:tortino-al-forno-di-uova-patate-e-spinaci:26d21ce067f46e2d,structured,6,1,788.2,788.15,True,1.0,inferred_single_person_meal,missing,True
base:recipe:tortino-al-forno-di-uova-patate-e-zucca,base:recipe-version:tortino-al-forno-di-uova-patate-e-zucca:9362f0f663dd136c,structured,6,1,718.8,718.75,True,1.0,inferred_single_person_meal,missing,True
base:recipe:trota-con-riso-e-broccoli,base:recipe-version:trota-con-riso-e-broccoli:cabee0d8a86538f5,structured,4,1,489.2,489.24,True,1.0,inferred_single_person_meal,missing,True
base:recipe:trota-con-riso-e-cavolfiore,base:recipe-version:trota-con-riso-e-cavolfiore:74a435400eb0a948,structured,4,1,449.2,449.22,True,1.0,inferred_single_person_meal,missing,True
base:recipe:trota-con-riso-e-cavolfiore,base:recipe-version:trota-con-riso-e-cavolfiore:cddc8c375f54093d,structured,4,1,475.7,475.74,True,1.0,inferred_single_person_meal,missing,True
base:recipe:trota-con-riso-e-zucchine,base:recipe-version:trota-con-riso-e-zucchine:36972b50f1b64e38,structured,4,1,451.2,451.16,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:6638580855d72107,structured,4,1,355.0,355.0,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:a839660cc452be4b,structured,4,1,361.5,361.5,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:aad0f082c2429a2a,structured,4,1,350.9,350.9,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:b3168f70b4000f23,structured,4,1,368.0,368.0,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:df0406801e311ac0,structured,4,1,354.0,354.0,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:e6f53c3cac84cfbc,structured,4,2,348.5,348.5,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uova-strapazzate-pane-bianco-e-frutta,base:recipe-version:uova-strapazzate-pane-bianco-e-frutta:f66f59f30a1a4190,structured,4,2,362.8,362.8,True,1.0,inferred_single_person_meal,missing,True
base:recipe:uovo-sodo-e-crackers,base:recipe-version:uovo-sodo-e-crackers:b92d407cf54f5e44,structured,2,13,148.9,148.9,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-con-prosciutto-cotto-primosale-e-zucca,base:recipe-version:wrap-con-prosciutto-cotto-primosale-e-zucca:5dba1a9f007b5f8c,structured,4,1,435.8,435.75,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-con-prosciutto-cotto-robiola-e-radicchio,base:recipe-version:wrap-con-prosciutto-cotto-robiola-e-radicchio:8725dcd1b480bcf7,structured,4,1,484.2,484.25,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-bietole,base:recipe-version:wrap-morbido-con-pollo-primosale-e-bietole:6bf1f86e7d657087,structured,5,1,511.1,511.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-cavolfiore,base:recipe-version:wrap-morbido-con-pollo-primosale-e-cavolfiore:bcd3218b8900d878,structured,5,1,411.6,411.6,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-radicchio,base:recipe-version:wrap-morbido-con-pollo-primosale-e-radicchio:490d12d3cb4db91f,structured,5,1,486.1,486.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-radicchio,base:recipe-version:wrap-morbido-con-pollo-primosale-e-radicchio:aab15f7c9af063bd,structured,6,1,760.9,760.9,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-radicchio,base:recipe-version:wrap-morbido-con-pollo-primosale-e-radicchio:f5266f2855084edf,structured,5,1,470.6,470.6,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-spinaci,base:recipe-version:wrap-morbido-con-pollo-primosale-e-spinaci:31375e66eb4c553f,structured,5,1,517.1,517.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-spinaci,base:recipe-version:wrap-morbido-con-pollo-primosale-e-spinaci:43afd079740a1328,structured,5,1,486.1,486.1,True,1.0,inferred_single_person_meal,missing,True
base:recipe:wrap-morbido-con-pollo-primosale-e-spinaci,base:recipe-version:wrap-morbido-con-pollo-primosale-e-spinaci:eb2a07f2671578f3,structured,5,1,470.6,470.6,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-banana,base:recipe-version:yogurt-bianco-corn-flakes-e-banana:6ba3d2479e91774a,structured,4,7,337.4,337.4,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-frutta,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:16e276c270d9e192,structured,3,1,241.2,241.2,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-frutta,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:8bd9d43e7adbdeed,structured,3,1,250.8,250.8,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-frutta,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:bfd6dccd07b87561,structured,3,2,274.8,274.8,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-frutta,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:c0ae1fc279e4587a,structured,3,1,231.6,231.6,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-corn-flakes-e-frutta,base:recipe-version:yogurt-bianco-corn-flakes-e-frutta:db08b69389ae404c,structured,3,1,224.4,224.4,True,1.0,inferred_single_person_meal,missing,True
base:recipe:yogurt-bianco-e-banana,base:recipe-version:yogurt-bianco-e-banana:047824242ce72a93,structured,2,9,158.9,158.85,True,1.0,inferred_single_person_meal,missing,True
